config,target,metric,value,baseline_value,ratio
weighted,fixture:sudoku-aarch64,compile_s,1.319,1.324,0.9962235649546827
weighted,fixture:sudoku-aarch64,obj_bytes,16328.0,14408.0,1.133259300388673
weighted,fixture:sudoku-aarch64,text_bytes,14388.0,12472.0,1.1536241180243747
weighted,fixture:sudoku-aarch64,insns,3573.0,3094.0,1.1548157724628312
weighted,fixture:sudoku-aarch64,ldr_sp,891.0,666.0,1.337837837837838
weighted,fixture:sudoku-aarch64,str_sp,931.0,677.0,1.3751846381093058
weighted,fixture:sudoku-aarch64,ldp_sp,0.0,0.0,
weighted,fixture:sudoku-aarch64,stp_sp,0.0,0.0,
weighted,fixture:sudoku-aarch64,mov_imm,491.0,491.0,1.0
weighted,fixture:sudoku-aarch64,objects,1.0,1.0,1.0
weighted,fixture:sudoku-aarch64,correct,1.0,1.0,1.0
weighted,fixture:sudoku-aarch64,run_median_s,0.00344,0.001844,1.8655097613882863
weighted,fixture:sudoku-aarch64,run_min_s,0.003156,0.00163,1.936196319018405
weighted,fixture:sudoku-solver,compile_s,14.699,14.612,1.005954010402409
weighted,fixture:sudoku-solver,obj_bytes,119440.0,108592.0,1.0998968616472669
weighted,fixture:sudoku-solver,text_bytes,111576.0,100724.0,1.1077399626702673
weighted,fixture:sudoku-solver,insns,27505.0,24792.0,1.109430461439174
weighted,fixture:sudoku-solver,ldr_sp,6766.0,5614.0,1.2052012825080156
weighted,fixture:sudoku-solver,str_sp,6513.0,4956.0,1.3141646489104115
weighted,fixture:sudoku-solver,ldp_sp,0.0,0.0,
weighted,fixture:sudoku-solver,stp_sp,0.0,0.0,
weighted,fixture:sudoku-solver,mov_imm,4404.0,4404.0,1.0
weighted,fixture:sudoku-solver,objects,1.0,1.0,1.0
weighted,fixture:sudoku-solver,correct,1.0,1.0,1.0
weighted,fixture:sudoku-solver,run_median_s,0.00093,0.00091,1.0219780219780221
weighted,fixture:sudoku-solver,run_min_s,0.000736,0.00073,1.0082191780821919
weighted,corpus:div_recurrence,compile_s,5.631,5.651,0.9964608033976288
weighted,corpus:div_recurrence,obj_bytes,23480.0,22776.0,1.0309097295398666
weighted,corpus:div_recurrence,text_bytes,19851.0,19147.0,1.0367681621141693
weighted,corpus:div_recurrence,insns,4845.0,4669.0,1.037695437995288
weighted,corpus:div_recurrence,ldr_sp,985.0,929.0,1.0602798708288481
weighted,corpus:div_recurrence,str_sp,972.0,852.0,1.1408450704225352
weighted,corpus:div_recurrence,ldp_sp,0.0,0.0,
weighted,corpus:div_recurrence,stp_sp,0.0,0.0,
weighted,corpus:div_recurrence,mov_imm,786.0,786.0,1.0
weighted,corpus:div_recurrence,objects,1.0,1.0,1.0
weighted,corpus:div_recurrence,kfn_insns,239.0,132.0,1.8106060606060606
weighted,corpus:div_recurrence,kfn_ldr_sp,75.0,25.0,3.0
weighted,corpus:div_recurrence,kfn_str_sp,77.0,20.0,3.85
weighted,corpus:div_recurrence,kfn_ldp_sp,0.0,0.0,
weighted,corpus:div_recurrence,kfn_stp_sp,0.0,0.0,
weighted,corpus:div_recurrence,kfn_mov_imm,35.0,35.0,1.0
weighted,corpus:div_recurrence,kfn_symbols,1.0,1.0,1.0
weighted,corpus:div_recurrence,correct,1.0,1.0,1.0
weighted,corpus:div_recurrence,run_median_s,2.122645,0.656767,3.231960497406234
weighted,corpus:div_recurrence,run_min_s,2.112839,0.647906,3.2610270625677185
weighted,corpus:dot_product,compile_s,5.73,5.775,0.9922077922077922
weighted,corpus:dot_product,obj_bytes,27968.0,26952.0,1.0376966458889878
weighted,corpus:dot_product,text_bytes,24328.0,23312.0,1.043582704186685
weighted,corpus:dot_product,insns,5997.0,5743.0,1.0442277555284694
weighted,corpus:dot_product,ldr_sp,1150.0,1056.0,1.0890151515151516
weighted,corpus:dot_product,str_sp,1374.0,1214.0,1.1317957166392092
weighted,corpus:dot_product,ldp_sp,0.0,0.0,
weighted,corpus:dot_product,stp_sp,0.0,0.0,
weighted,corpus:dot_product,mov_imm,1135.0,1135.0,1.0
weighted,corpus:dot_product,objects,1.0,1.0,1.0
weighted,corpus:dot_product,kfn_insns,367.0,211.0,1.7393364928909953
weighted,corpus:dot_product,kfn_ldr_sp,115.0,44.0,2.6136363636363638
weighted,corpus:dot_product,kfn_str_sp,112.0,27.0,4.148148148148148
weighted,corpus:dot_product,kfn_ldp_sp,0.0,0.0,
weighted,corpus:dot_product,kfn_stp_sp,0.0,0.0,
weighted,corpus:dot_product,kfn_mov_imm,49.0,49.0,1.0
weighted,corpus:dot_product,kfn_symbols,1.0,1.0,1.0
weighted,corpus:dot_product,correct,1.0,1.0,1.0
weighted,corpus:dot_product,run_median_s,12.233121,3.421678,3.5751818259929777
weighted,corpus:dot_product,run_min_s,12.218219,3.412091,3.5808596546809563
weighted,corpus:elementwise_chain,compile_s,5.626,5.638,0.997871585668677
weighted,corpus:elementwise_chain,obj_bytes,24344.0,23472.0,1.0371506475800953
weighted,corpus:elementwise_chain,text_bytes,20707.0,19839.0,1.043752205252281
weighted,corpus:elementwise_chain,insns,5059.0,4842.0,1.0448161916563403
weighted,corpus:elementwise_chain,ldr_sp,1009.0,934.0,1.0802997858672376
weighted,corpus:elementwise_chain,str_sp,992.0,850.0,1.1670588235294117
weighted,corpus:elementwise_chain,ldp_sp,0.0,0.0,
weighted,corpus:elementwise_chain,stp_sp,0.0,0.0,
weighted,corpus:elementwise_chain,mov_imm,897.0,897.0,1.0
weighted,corpus:elementwise_chain,objects,1.0,1.0,1.0
weighted,corpus:elementwise_chain,kfn_insns,460.0,312.0,1.4743589743589745
weighted,corpus:elementwise_chain,kfn_ldr_sp,102.0,33.0,3.090909090909091
weighted,corpus:elementwise_chain,kfn_str_sp,100.0,21.0,4.761904761904762
weighted,corpus:elementwise_chain,kfn_ldp_sp,0.0,0.0,
weighted,corpus:elementwise_chain,kfn_stp_sp,0.0,0.0,
weighted,corpus:elementwise_chain,kfn_mov_imm,143.0,143.0,1.0
weighted,corpus:elementwise_chain,kfn_symbols,1.0,1.0,1.0
weighted,corpus:elementwise_chain,correct,1.0,1.0,1.0
weighted,corpus:elementwise_chain,run_median_s,16.651177,5.312785,3.134171060940731
weighted,corpus:elementwise_chain,run_min_s,16.634645,5.07029,3.2808074094381188
weighted,corpus:gemm_control,compile_s,6.457,6.523,0.9898819561551434
weighted,corpus:gemm_control,obj_bytes,23800.0,23112.0,1.0297680858428522
weighted,corpus:gemm_control,text_bytes,20183.0,19495.0,1.0352911002821237
weighted,corpus:gemm_control,insns,4928.0,4756.0,1.0361648444070648
weighted,corpus:gemm_control,ldr_sp,1025.0,974.0,1.0523613963039014
weighted,corpus:gemm_control,str_sp,998.0,877.0,1.1379703534777652
weighted,corpus:gemm_control,ldp_sp,0.0,0.0,
weighted,corpus:gemm_control,stp_sp,0.0,0.0,
weighted,corpus:gemm_control,mov_imm,789.0,789.0,1.0
weighted,corpus:gemm_control,objects,1.0,1.0,1.0
weighted,corpus:gemm_control,kfn_insns,254.0,151.0,1.6821192052980132
weighted,corpus:gemm_control,kfn_ldr_sp,81.0,36.0,2.25
weighted,corpus:gemm_control,kfn_str_sp,81.0,23.0,3.5217391304347827
weighted,corpus:gemm_control,kfn_ldp_sp,0.0,0.0,
weighted,corpus:gemm_control,kfn_stp_sp,0.0,0.0,
weighted,corpus:gemm_control,kfn_mov_imm,32.0,32.0,1.0
weighted,corpus:gemm_control,kfn_symbols,1.0,1.0,1.0
weighted,corpus:gemm_control,correct,1.0,1.0,1.0
weighted,corpus:gemm_control,run_median_s,21.470427,4.648336,4.618949017454849
weighted,corpus:gemm_control,run_min_s,20.979754,4.599431,4.561380309868764
weighted,corpus:gemm_tiled,compile_s,6.573,6.897,0.9530230535015224
weighted,corpus:gemm_tiled,obj_bytes,31632.0,30320.0,1.0432717678100263
weighted,corpus:gemm_tiled,text_bytes,28023.0,26711.0,1.049118340758489
weighted,corpus:gemm_tiled,insns,6888.0,6560.0,1.05
weighted,corpus:gemm_tiled,ldr_sp,1149.0,1028.0,1.117704280155642
weighted,corpus:gemm_tiled,str_sp,1880.0,1675.0,1.1223880597014926
weighted,corpus:gemm_tiled,ldp_sp,0.0,0.0,
weighted,corpus:gemm_tiled,stp_sp,0.0,0.0,
weighted,corpus:gemm_tiled,mov_imm,1613.0,1613.0,1.0
weighted,corpus:gemm_tiled,objects,1.0,1.0,1.0
weighted,corpus:gemm_tiled,kfn_insns,2277.0,2018.0,1.128344895936571
weighted,corpus:gemm_tiled,kfn_ldr_sp,236.0,121.0,1.9504132231404958
weighted,corpus:gemm_tiled,kfn_str_sp,985.0,843.0,1.1684460260972716
weighted,corpus:gemm_tiled,kfn_ldp_sp,0.0,0.0,
weighted,corpus:gemm_tiled,kfn_stp_sp,0.0,0.0,
weighted,corpus:gemm_tiled,kfn_mov_imm,859.0,859.0,1.0
weighted,corpus:gemm_tiled,kfn_symbols,1.0,1.0,1.0
weighted,corpus:gemm_tiled,correct,1.0,1.0,1.0
weighted,corpus:gemm_tiled,run_median_s,84.22386,21.268538,3.960021135444289
weighted,corpus:gemm_tiled,run_min_s,81.790791,19.080657,4.28658148406525
weighted,corpus:histogram,compile_s,6.397,6.182,1.0347783888709154
weighted,corpus:histogram,obj_bytes,25768.0,25016.0,1.0300607611128878
weighted,corpus:histogram,text_bytes,22179.0,21431.0,1.0349027110260838
weighted,corpus:histogram,insns,5427.0,5240.0,1.0356870229007633
weighted,corpus:histogram,ldr_sp,1000.0,938.0,1.0660980810234542
weighted,corpus:histogram,str_sp,1234.0,1109.0,1.1127141568981065
weighted,corpus:histogram,ldp_sp,0.0,0.0,
weighted,corpus:histogram,stp_sp,0.0,0.0,
weighted,corpus:histogram,mov_imm,1057.0,1057.0,1.0
weighted,corpus:histogram,objects,1.0,1.0,1.0
weighted,corpus:histogram,kfn_insns,356.0,226.0,1.575221238938053
weighted,corpus:histogram,kfn_ldr_sp,105.0,45.0,2.3333333333333335
weighted,corpus:histogram,kfn_str_sp,99.0,29.0,3.413793103448276
weighted,corpus:histogram,kfn_ldp_sp,0.0,0.0,
weighted,corpus:histogram,kfn_stp_sp,0.0,0.0,
weighted,corpus:histogram,kfn_mov_imm,54.0,54.0,1.0
weighted,corpus:histogram,kfn_symbols,1.0,1.0,1.0
weighted,corpus:histogram,correct,1.0,1.0,1.0
weighted,corpus:histogram,run_median_s,16.878865,4.955482,3.4060995479349945
weighted,corpus:histogram,run_min_s,16.542251,4.454142,3.713902924513857
weighted,corpus:jacobi_2d,compile_s,6.172,6.3,0.9796825396825397
weighted,corpus:jacobi_2d,obj_bytes,23704.0,22704.0,1.044045102184637
weighted,corpus:jacobi_2d,text_bytes,20115.0,19119.0,1.0520947748313196
weighted,corpus:jacobi_2d,insns,4911.0,4662.0,1.0534105534105533
weighted,corpus:jacobi_2d,ldr_sp,1010.0,922.0,1.0954446854663775
weighted,corpus:jacobi_2d,str_sp,992.0,831.0,1.193742478941035
weighted,corpus:jacobi_2d,ldp_sp,0.0,0.0,
weighted,corpus:jacobi_2d,stp_sp,0.0,0.0,
weighted,corpus:jacobi_2d,mov_imm,798.0,798.0,1.0
weighted,corpus:jacobi_2d,objects,1.0,1.0,1.0
weighted,corpus:jacobi_2d,kfn_insns,378.0,186.0,2.032258064516129
weighted,corpus:jacobi_2d,kfn_ldr_sp,121.0,35.0,3.4571428571428573
weighted,corpus:jacobi_2d,kfn_str_sp,119.0,13.0,9.153846153846153
weighted,corpus:jacobi_2d,kfn_ldp_sp,0.0,0.0,
weighted,corpus:jacobi_2d,kfn_stp_sp,0.0,0.0,
weighted,corpus:jacobi_2d,kfn_mov_imm,56.0,56.0,1.0
weighted,corpus:jacobi_2d,kfn_symbols,1.0,1.0,1.0
weighted,corpus:jacobi_2d,correct,1.0,1.0,1.0
weighted+remat,fixture:pure-rust-aarch64,compile_s,0.431,0.431,1.0
weighted+remat,fixture:pure-rust-aarch64,obj_bytes,9728.0,9536.0,1.0201342281879195
weighted+remat,fixture:pure-rust-aarch64,text_bytes,6889.0,6697.0,1.028669553531432
weighted+remat,fixture:pure-rust-aarch64,insns,1688.0,1640.0,1.0292682926829269
weighted+remat,fixture:pure-rust-aarch64,ldr_sp,220.0,217.0,1.0138248847926268
weighted+remat,fixture:pure-rust-aarch64,str_sp,251.0,223.0,1.1255605381165918
weighted+remat,fixture:pure-rust-aarch64,ldp_sp,0.0,0.0,
weighted+remat,fixture:pure-rust-aarch64,stp_sp,0.0,0.0,
weighted+remat,fixture:pure-rust-aarch64,mov_imm,501.0,484.0,1.0351239669421488
weighted+remat,fixture:pure-rust-aarch64,objects,1.0,1.0,1.0
weighted+remat,fixture:pure-rust-aarch64,correct,1.0,1.0,1.0
weighted+remat,fixture:pure-rust-aarch64,run_median_s,0.00073,0.000979,0.7456588355464759
weighted+remat,fixture:pure-rust-aarch64,run_min_s,0.000644,0.000657,0.980213089802131
weighted+remat,fixture:structs-aarch64,compile_s,0.145,0.126,1.1507936507936507
weighted+remat,fixture:structs-aarch64,obj_bytes,2040.0,2040.0,1.0
weighted+remat,fixture:structs-aarch64,text_bytes,620.0,624.0,0.9935897435897436
weighted+remat,fixture:structs-aarch64,insns,155.0,156.0,0.9935897435897436
weighted+remat,fixture:structs-aarch64,ldr_sp,17.0,18.0,0.9444444444444444
weighted+remat,fixture:structs-aarch64,str_sp,12.0,12.0,1.0
weighted+remat,fixture:structs-aarch64,ldp_sp,0.0,0.0,
weighted+remat,fixture:structs-aarch64,stp_sp,0.0,0.0,
weighted+remat,fixture:structs-aarch64,mov_imm,51.0,51.0,1.0
weighted+remat,fixture:structs-aarch64,objects,1.0,1.0,1.0
weighted+remat,fixture:structs-aarch64,correct,1.0,1.0,1.0
weighted+remat,fixture:structs-aarch64,run_median_s,0.00071,0.000734,0.9673024523160764
weighted+remat,fixture:structs-aarch64,run_min_s,0.000636,0.000622,1.0225080385852088
weighted+remat,fixture:hello-world-aarch64,compile_s,0.125,0.133,0.9398496240601504
weighted+remat,fixture:hello-world-aarch64,obj_bytes,1728.0,1728.0,1.0
weighted+remat,fixture:hello-world-aarch64,text_bytes,351.0,351.0,1.0
weighted+remat,fixture:hello-world-aarch64,insns,85.0,85.0,1.0
weighted+remat,fixture:hello-world-aarch64,ldr_sp,13.0,13.0,1.0
weighted+remat,fixture:hello-world-aarch64,str_sp,13.0,13.0,1.0
weighted+remat,fixture:hello-world-aarch64,ldp_sp,0.0,0.0,
weighted+remat,fixture:hello-world-aarch64,stp_sp,0.0,0.0,
weighted+remat,fixture:hello-world-aarch64,mov_imm,8.0,8.0,1.0
weighted+remat,fixture:hello-world-aarch64,objects,1.0,1.0,1.0
weighted+remat,fixture:hello-world-aarch64,correct,1.0,1.0,1.0
weighted+remat,fixture:hello-world-aarch64,run_median_s,0.000778,0.000756,1.029100529100529
weighted+remat,fixture:hello-world-aarch64,run_min_s,0.000655,0.000674,0.9718100890207715
weighted+remat,fixture:fp-aarch64,compile_s,1.673,1.657,1.0096560048280023
weighted+remat,fixture:fp-aarch64,obj_bytes,41032.0,37696.0,1.0884974533106961
weighted+remat,fixture:fp-aarch64,text_bytes,34583.0,31243.0,1.1069039464840125
weighted+remat,fixture:fp-aarch64,insns,8478.0,7643.0,1.1092502943870208
weighted+remat,fixture:fp-aarch64,ldr_sp,1635.0,1666.0,0.9813925570228091
weighted+remat,fixture:fp-aarch64,str_sp,2048.0,1625.0,1.2603076923076924
weighted+remat,fixture:fp-aarch64,ldp_sp,0.0,0.0,
weighted+remat,fixture:fp-aarch64,stp_sp,0.0,0.0,
weighted+remat,fixture:fp-aarch64,mov_imm,1554.0,1113.0,1.3962264150943395
weighted+remat,fixture:fp-aarch64,objects,1.0,1.0,1.0
weighted+remat,fixture:fp-aarch64,correct,1.0,1.0,1.0
weighted+remat,fixture:fp-aarch64,run_median_s,0.000976,0.000918,1.0631808278867103
weighted+remat,fixture:fp-aarch64,run_min_s,0.000692,0.000589,1.1748726655348047
weighted+remat,fixture:int128-aarch64,compile_s,5.841,5.803,1.0065483370670343
weighted+remat,fixture:int128-aarch64,obj_bytes,110144.0,103648.0,1.0626736647113306
weighted+remat,fixture:int128-aarch64,text_bytes,95933.0,89437.0,1.0726321321153438
weighted+remat,fixture:int128-aarch64,insns,23448.0,21824.0,1.0744134897360704
weighted+remat,fixture:int128-aarch64,ldr_sp,4375.0,4438.0,0.9858044164037855
weighted+remat,fixture:int128-aarch64,str_sp,5367.0,4422.0,1.2137042062415198
weighted+remat,fixture:int128-aarch64,ldp_sp,0.0,0.0,
weighted+remat,fixture:int128-aarch64,stp_sp,0.0,0.0,
weighted+remat,fixture:int128-aarch64,mov_imm,4815.0,4073.0,1.1821753007611098
weighted+remat,fixture:int128-aarch64,objects,1.0,1.0,1.0
weighted+remat,fixture:int128-aarch64,correct,1.0,1.0,1.0
weighted+remat,fixture:int128-aarch64,run_median_s,0.000916,0.000889,1.03037120359955
weighted+remat,fixture:int128-aarch64,run_min_s,0.000603,0.000699,0.8626609442060087
weighted+remat,fixture:hashmap-aarch64,compile_s,8.435,8.322,1.0135784667147323
weighted+remat,fixture:hashmap-aarch64,obj_bytes,174152.0,147512.0,1.1805954769781442
weighted+remat,fixture:hashmap-aarch64,text_bytes,158965.0,132321.0,1.2013588168166807
weighted+remat,fixture:hashmap-aarch64,insns,39637.0,32976.0,1.2019953905870937
weighted+remat,fixture:hashmap-aarch64,ldr_sp,7239.0,6960.0,1.0400862068965517
weighted+remat,fixture:hashmap-aarch64,str_sp,9687.0,6227.0,1.5556447727637708
weighted+remat,fixture:hashmap-aarch64,ldp_sp,0.0,0.0,
weighted+remat,fixture:hashmap-aarch64,stp_sp,0.0,0.0,
weighted+remat,fixture:hashmap-aarch64,mov_imm,9517.0,6599.0,1.4421882103348993
weighted+remat,fixture:hashmap-aarch64,objects,1.0,1.0,1.0
weighted+remat,fixture:hashmap-aarch64,correct,1.0,1.0,1.0
weighted+remat,fixture:hashmap-aarch64,run_median_s,0.001082,0.000939,1.152289669861555
weighted+remat,fixture:hashmap-aarch64,run_min_s,0.000791,0.000606,1.3052805280528055
weighted+remat,fixture:itoa-aarch64,compile_s,1.314,1.318,0.9969650986342944
weighted+remat,fixture:itoa-aarch64,obj_bytes,23144.0,22872.0,1.0118922700244841
weighted+remat,fixture:itoa-aarch64,text_bytes,19339.0,19071.0,1.0140527502490693
weighted+remat,fixture:itoa-aarch64,insns,4720.0,4653.0,1.0143993122716526
weighted+remat,fixture:itoa-aarch64,ldr_sp,922.0,1018.0,0.9056974459724951
weighted+remat,fixture:itoa-aarch64,str_sp,740.0,700.0,1.0571428571428572
weighted+remat,fixture:itoa-aarch64,ldp_sp,0.0,0.0,
weighted+remat,fixture:itoa-aarch64,stp_sp,0.0,0.0,
weighted+remat,fixture:itoa-aarch64,mov_imm,823.0,700.0,1.1757142857142857
weighted+remat,fixture:itoa-aarch64,objects,1.0,1.0,1.0
weighted+remat,fixture:itoa-aarch64,correct,1.0,1.0,1.0
weighted+remat,fixture:itoa-aarch64,run_median_s,0.000682,0.000862,0.7911832946635731
weighted+remat,fixture:itoa-aarch64,run_min_s,0.000553,0.000581,0.9518072289156626
weighted+remat,fixture:oc-course,compile_s,0.157,0.169,0.9289940828402367
weighted+remat,fixture:oc-course,obj_bytes,2040.0,1992.0,1.0240963855421688
weighted+remat,fixture:oc-course,text_bytes,603.0,559.0,1.07871198568873
weighted+remat,fixture:oc-course,insns,148.0,137.0,1.0802919708029197
weighted+remat,fixture:oc-course,ldr_sp,25.0,25.0,1.0
weighted+remat,fixture:oc-course,str_sp,28.0,22.0,1.2727272727272727
weighted+remat,fixture:oc-course,ldp_sp,0.0,0.0,
weighted+remat,fixture:oc-course,stp_sp,0.0,0.0,
weighted+remat,fixture:oc-course,mov_imm,19.0,14.0,1.3571428571428572
weighted+remat,fixture:oc-course,objects,1.0,1.0,1.0
weighted+remat,fixture:oc-course,correct,1.0,1.0,1.0
weighted+remat,fixture:oc-course,run_median_s,0.000885,0.000702,1.2606837606837606
weighted+remat,fixture:oc-course,run_min_s,0.000593,0.000573,1.0349040139616055
weighted+remat,fixture:stdin-aarch64,compile_s,8.299,8.256,1.0052083333333333
weighted+remat,fixture:stdin-aarch64,obj_bytes,65168.0,52592.0,1.2391238211134774
weighted+remat,fixture:stdin-aarch64,text_bytes,58004.0,45428.0,1.2768336708637844
weighted+remat,fixture:stdin-aarch64,insns,14336.0,11192.0,1.280914939242316
weighted+remat,fixture:stdin-aarch64,ldr_sp,2806.0,1981.0,1.4164563351842503
weighted+remat,fixture:stdin-aarch64,str_sp,3394.0,1785.0,1.9014005602240895
weighted+remat,fixture:stdin-aarch64,ldp_sp,0.0,0.0,
weighted+remat,fixture:stdin-aarch64,stp_sp,0.0,0.0,
weighted+remat,fixture:stdin-aarch64,mov_imm,3329.0,2623.0,1.2691574532977508
weighted+remat,fixture:stdin-aarch64,objects,1.0,1.0,1.0
weighted+remat,fixture:stdin-aarch64,correct,1.0,1.0,1.0
weighted+remat,fixture:stdin-aarch64,run_median_s,0.000885,0.000971,0.9114315139031927
weighted+remat,fixture:stdin-aarch64,run_min_s,0.000611,0.000608,1.0049342105263157
weighted+remat,fixture:sudoku-aarch64,compile_s,1.329,1.324,1.003776435045317
weighted+remat,fixture:sudoku-aarch64,obj_bytes,17168.0,14408.0,1.1915602443087174
weighted+remat,fixture:sudoku-aarch64,text_bytes,15228.0,12472.0,1.2209749839640796
weighted+remat,fixture:sudoku-aarch64,insns,3783.0,3094.0,1.2226890756302522
weighted+remat,fixture:sudoku-aarch64,ldr_sp,781.0,666.0,1.1726726726726726
weighted+remat,fixture:sudoku-aarch64,str_sp,1036.0,677.0,1.5302806499261448
weighted+remat,fixture:sudoku-aarch64,ldp_sp,0.0,0.0,
weighted+remat,fixture:sudoku-aarch64,stp_sp,0.0,0.0,
weighted+remat,fixture:sudoku-aarch64,mov_imm,706.0,491.0,1.4378818737270875
weighted+remat,fixture:sudoku-aarch64,objects,1.0,1.0,1.0
weighted+remat,fixture:sudoku-aarch64,correct,1.0,1.0,1.0
weighted+remat,fixture:sudoku-aarch64,run_median_s,0.003361,0.001844,1.8226681127982647
weighted+remat,fixture:sudoku-aarch64,run_min_s,0.002986,0.00163,1.8319018404907976
weighted+remat,fixture:sudoku-solver,compile_s,14.74,14.612,1.0087599233506708
weighted+remat,fixture:sudoku-solver,obj_bytes,126200.0,108592.0,1.162148224546928
weighted+remat,fixture:sudoku-solver,text_bytes,118336.0,100724.0,1.1748540566299988
weighted+remat,fixture:sudoku-solver,insns,29195.0,24792.0,1.1775976121329461
weighted+remat,fixture:sudoku-solver,ldr_sp,6173.0,5614.0,1.0995724973281082
weighted+remat,fixture:sudoku-solver,str_sp,7321.0,4956.0,1.4771993543179984
weighted+remat,fixture:sudoku-solver,ldp_sp,0.0,0.0,
weighted+remat,fixture:sudoku-solver,stp_sp,0.0,0.0,
weighted+remat,fixture:sudoku-solver,mov_imm,5877.0,4404.0,1.3344686648501363
weighted+remat,fixture:sudoku-solver,objects,1.0,1.0,1.0
weighted+remat,fixture:sudoku-solver,correct,1.0,1.0,1.0
weighted+remat,fixture:sudoku-solver,run_median_s,0.001028,0.00091,1.1296703296703297
weighted+remat,fixture:sudoku-solver,run_min_s,0.000734,0.00073,1.0054794520547945
weighted+remat,corpus:div_recurrence,compile_s,5.707,5.651,1.0099097504866394
weighted+remat,corpus:div_recurrence,obj_bytes,24360.0,22776.0,1.0695468914646997
weighted+remat,corpus:div_recurrence,text_bytes,20735.0,19147.0,1.0829372747688932
weighted+remat,corpus:div_recurrence,insns,5066.0,4669.0,1.0850289141143714
weighted+remat,corpus:div_recurrence,ldr_sp,939.0,929.0,1.0107642626480087
weighted+remat,corpus:div_recurrence,str_sp,1060.0,852.0,1.244131455399061
weighted+remat,corpus:div_recurrence,ldp_sp,0.0,0.0,
weighted+remat,corpus:div_recurrence,stp_sp,0.0,0.0,
weighted+remat,corpus:div_recurrence,mov_imm,965.0,786.0,1.227735368956743
weighted+remat,corpus:div_recurrence,objects,1.0,1.0,1.0
weighted+remat,corpus:div_recurrence,kfn_insns,239.0,132.0,1.8106060606060606
weighted+remat,corpus:div_recurrence,kfn_ldr_sp,67.0,25.0,2.68
weighted+remat,corpus:div_recurrence,kfn_str_sp,77.0,20.0,3.85
weighted+remat,corpus:div_recurrence,kfn_ldp_sp,0.0,0.0,
weighted+remat,corpus:div_recurrence,kfn_stp_sp,0.0,0.0,
weighted+remat,corpus:div_recurrence,kfn_mov_imm,43.0,35.0,1.2285714285714286
weighted+remat,corpus:div_recurrence,kfn_symbols,1.0,1.0,1.0
weighted+remat,corpus:div_recurrence,correct,1.0,1.0,1.0
weighted+remat,corpus:div_recurrence,run_median_s,2.086511,0.656767,3.1769425077691174
weighted+remat,corpus:div_recurrence,run_min_s,2.078188,0.647906,3.2075455390133754
weighted+remat,corpus:dot_product,compile_s,5.8,5.775,1.0043290043290043
weighted+remat,corpus:dot_product,obj_bytes,28880.0,26952.0,1.0715345799940634
weighted+remat,corpus:dot_product,text_bytes,25236.0,23312.0,1.0825326012354153
weighted+remat,corpus:dot_product,insns,6224.0,5743.0,1.083754135469267
weighted+remat,corpus:dot_product,ldr_sp,1085.0,1056.0,1.027462121212121
weighted+remat,corpus:dot_product,str_sp,1465.0,1214.0,1.2067545304777594
weighted+remat,corpus:dot_product,ldp_sp,0.0,0.0,
weighted+remat,corpus:dot_product,stp_sp,0.0,0.0,
weighted+remat,corpus:dot_product,mov_imm,1336.0,1135.0,1.1770925110132158
weighted+remat,corpus:dot_product,objects,1.0,1.0,1.0
weighted+remat,corpus:dot_product,kfn_insns,368.0,211.0,1.7440758293838863
weighted+remat,corpus:dot_product,kfn_ldr_sp,93.0,44.0,2.1136363636363638
weighted+remat,corpus:dot_product,kfn_str_sp,112.0,27.0,4.148148148148148
weighted+remat,corpus:dot_product,kfn_ldp_sp,0.0,0.0,
weighted+remat,corpus:dot_product,kfn_stp_sp,0.0,0.0,
weighted+remat,corpus:dot_product,kfn_mov_imm,72.0,49.0,1.469387755102041
weighted+remat,corpus:dot_product,kfn_symbols,1.0,1.0,1.0
weighted+remat,corpus:dot_product,correct,1.0,1.0,1.0
weighted+remat,corpus:dot_product,run_median_s,10.896611,3.421678,3.184581073964295
weighted+remat,corpus:dot_product,run_min_s,10.884457,3.412091,3.189966797485764
weighted+remat,corpus:elementwise_chain,compile_s,6.126,5.638,1.0865555161404754
weighted+remat,corpus:elementwise_chain,obj_bytes,25248.0,23472.0,1.0756646216768917
weighted+remat,corpus:elementwise_chain,text_bytes,21615.0,19839.0,1.089520641161349
weighted+remat,corpus:elementwise_chain,insns,5286.0,4842.0,1.0916976456009913
weighted+remat,corpus:elementwise_chain,ldr_sp,961.0,934.0,1.0289079229122056
weighted+remat,corpus:elementwise_chain,str_sp,1083.0,850.0,1.2741176470588236
weighted+remat,corpus:elementwise_chain,ldp_sp,0.0,0.0,
weighted+remat,corpus:elementwise_chain,stp_sp,0.0,0.0,
weighted+remat,corpus:elementwise_chain,mov_imm,1081.0,897.0,1.205128205128205
weighted+remat,corpus:elementwise_chain,objects,1.0,1.0,1.0
weighted+remat,corpus:elementwise_chain,kfn_insns,466.0,312.0,1.4935897435897436
weighted+remat,corpus:elementwise_chain,kfn_ldr_sp,92.0,33.0,2.787878787878788
weighted+remat,corpus:elementwise_chain,kfn_str_sp,103.0,21.0,4.904761904761905
weighted+remat,corpus:elementwise_chain,kfn_ldp_sp,0.0,0.0,
weighted+remat,corpus:elementwise_chain,kfn_stp_sp,0.0,0.0,
weighted+remat,corpus:elementwise_chain,kfn_mov_imm,156.0,143.0,1.0909090909090908
weighted+remat,corpus:elementwise_chain,kfn_symbols,1.0,1.0,1.0
