config,target,metric,value,baseline_value,ratio
eregalloc-c2,corpus:gemm_tiled,str_sp,1727.0,1675.0,1.031044776119403
eregalloc-c2,corpus:gemm_tiled,ldp_sp,0.0,0.0,
eregalloc-c2,corpus:gemm_tiled,stp_sp,0.0,0.0,
eregalloc-c2,corpus:gemm_tiled,mov_imm,1674.0,1613.0,1.0378177309361438
eregalloc-c2,corpus:gemm_tiled,objects,1.0,1.0,1.0
eregalloc-c2,corpus:gemm_tiled,kfn_insns,2025.0,2018.0,1.0034687809712586
eregalloc-c2,corpus:gemm_tiled,kfn_ldr_sp,121.0,121.0,1.0
eregalloc-c2,corpus:gemm_tiled,kfn_str_sp,848.0,843.0,1.0059311981020167
eregalloc-c2,corpus:gemm_tiled,kfn_ldp_sp,0.0,0.0,
eregalloc-c2,corpus:gemm_tiled,kfn_stp_sp,0.0,0.0,
eregalloc-c2,corpus:gemm_tiled,kfn_mov_imm,861.0,859.0,1.0023282887077998
eregalloc-c2,corpus:gemm_tiled,kfn_symbols,1.0,1.0,1.0
eregalloc-c2,corpus:gemm_tiled,correct,1.0,1.0,1.0
eregalloc-c2,corpus:gemm_tiled,run_median_s,19.374468,21.268538,0.9109449836185262
eregalloc-c2,corpus:gemm_tiled,run_min_s,19.301871,19.080657,1.0115936259427545
eregalloc-c2,corpus:histogram,compile_s,6.601,6.182,1.067777418311226
eregalloc-c2,corpus:histogram,obj_bytes,25320.0,25016.0,1.0121522225775503
eregalloc-c2,corpus:histogram,text_bytes,21735.0,21431.0,1.0141850590266437
eregalloc-c2,corpus:histogram,insns,5316.0,5240.0,1.0145038167938931
eregalloc-c2,corpus:histogram,ldr_sp,908.0,938.0,0.9680170575692963
eregalloc-c2,corpus:histogram,str_sp,1156.0,1109.0,1.042380522993688
eregalloc-c2,corpus:histogram,ldp_sp,0.0,0.0,
eregalloc-c2,corpus:histogram,stp_sp,0.0,0.0,
eregalloc-c2,corpus:histogram,mov_imm,1116.0,1057.0,1.0558183538315988
eregalloc-c2,corpus:histogram,objects,1.0,1.0,1.0
eregalloc-c2,corpus:histogram,kfn_insns,233.0,226.0,1.0309734513274336
eregalloc-c2,corpus:histogram,kfn_ldr_sp,48.0,45.0,1.0666666666666667
eregalloc-c2,corpus:histogram,kfn_str_sp,33.0,29.0,1.1379310344827587
eregalloc-c2,corpus:histogram,kfn_ldp_sp,0.0,0.0,
eregalloc-c2,corpus:histogram,kfn_stp_sp,0.0,0.0,
eregalloc-c2,corpus:histogram,kfn_mov_imm,54.0,54.0,1.0
eregalloc-c2,corpus:histogram,kfn_symbols,1.0,1.0,1.0
eregalloc-c2,corpus:histogram,correct,1.0,1.0,1.0
eregalloc-c2,corpus:histogram,run_median_s,4.905614,4.955482,0.9899368013040911
eregalloc-c2,corpus:histogram,run_min_s,4.853234,4.454142,1.089600196850482
eregalloc-c2+spectral,fixture:pure-rust-aarch64,compile_s,0.613,0.431,1.4222737819025522
eregalloc-c2+spectral,fixture:pure-rust-aarch64,obj_bytes,9536.0,9536.0,1.0
eregalloc-c2+spectral,fixture:pure-rust-aarch64,text_bytes,6697.0,6697.0,1.0
eregalloc-c2+spectral,fixture:pure-rust-aarch64,insns,1640.0,1640.0,1.0
eregalloc-c2+spectral,fixture:pure-rust-aarch64,ldr_sp,208.0,217.0,0.9585253456221198
eregalloc-c2+spectral,fixture:pure-rust-aarch64,str_sp,223.0,223.0,1.0
eregalloc-c2+spectral,fixture:pure-rust-aarch64,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:pure-rust-aarch64,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:pure-rust-aarch64,mov_imm,493.0,484.0,1.0185950413223142
eregalloc-c2+spectral,fixture:pure-rust-aarch64,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:pure-rust-aarch64,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:pure-rust-aarch64,run_median_s,0.000964,0.000979,0.9846782431052093
eregalloc-c2+spectral,fixture:pure-rust-aarch64,run_min_s,0.000642,0.000657,0.9771689497716894
eregalloc-c2+spectral,fixture:structs-aarch64,compile_s,0.145,0.126,1.1507936507936507
eregalloc-c2+spectral,fixture:structs-aarch64,obj_bytes,2040.0,2040.0,1.0
eregalloc-c2+spectral,fixture:structs-aarch64,text_bytes,620.0,624.0,0.9935897435897436
eregalloc-c2+spectral,fixture:structs-aarch64,insns,155.0,156.0,0.9935897435897436
eregalloc-c2+spectral,fixture:structs-aarch64,ldr_sp,17.0,18.0,0.9444444444444444
eregalloc-c2+spectral,fixture:structs-aarch64,str_sp,12.0,12.0,1.0
eregalloc-c2+spectral,fixture:structs-aarch64,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:structs-aarch64,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:structs-aarch64,mov_imm,51.0,51.0,1.0
eregalloc-c2+spectral,fixture:structs-aarch64,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:structs-aarch64,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:structs-aarch64,run_median_s,0.000953,0.000734,1.298365122615804
eregalloc-c2+spectral,fixture:structs-aarch64,run_min_s,0.000647,0.000622,1.040192926045016
eregalloc-c2+spectral,fixture:hello-world-aarch64,compile_s,0.152,0.133,1.1428571428571428
eregalloc-c2+spectral,fixture:hello-world-aarch64,obj_bytes,1728.0,1728.0,1.0
eregalloc-c2+spectral,fixture:hello-world-aarch64,text_bytes,351.0,351.0,1.0
eregalloc-c2+spectral,fixture:hello-world-aarch64,insns,85.0,85.0,1.0
eregalloc-c2+spectral,fixture:hello-world-aarch64,ldr_sp,13.0,13.0,1.0
eregalloc-c2+spectral,fixture:hello-world-aarch64,str_sp,13.0,13.0,1.0
eregalloc-c2+spectral,fixture:hello-world-aarch64,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:hello-world-aarch64,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:hello-world-aarch64,mov_imm,8.0,8.0,1.0
eregalloc-c2+spectral,fixture:hello-world-aarch64,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:hello-world-aarch64,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:hello-world-aarch64,run_median_s,0.000743,0.000756,0.9828042328042327
eregalloc-c2+spectral,fixture:hello-world-aarch64,run_min_s,0.000628,0.000674,0.9317507418397626
eregalloc-c2+spectral,fixture:fp-aarch64,compile_s,2.619,1.657,1.5805672902836452
eregalloc-c2+spectral,fixture:fp-aarch64,obj_bytes,37696.0,37696.0,1.0
eregalloc-c2+spectral,fixture:fp-aarch64,text_bytes,31243.0,31243.0,1.0
eregalloc-c2+spectral,fixture:fp-aarch64,insns,7643.0,7643.0,1.0
eregalloc-c2+spectral,fixture:fp-aarch64,ldr_sp,1638.0,1666.0,0.9831932773109243
eregalloc-c2+spectral,fixture:fp-aarch64,str_sp,1632.0,1625.0,1.0043076923076923
eregalloc-c2+spectral,fixture:fp-aarch64,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:fp-aarch64,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:fp-aarch64,mov_imm,1134.0,1113.0,1.0188679245283019
eregalloc-c2+spectral,fixture:fp-aarch64,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:fp-aarch64,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:fp-aarch64,run_median_s,0.001013,0.000918,1.1034858387799564
eregalloc-c2+spectral,fixture:fp-aarch64,run_min_s,0.000711,0.000589,1.2071307300509337
eregalloc-c2+spectral,fixture:int128-aarch64,compile_s,9.946,5.803,1.7139410649663966
eregalloc-c2+spectral,fixture:int128-aarch64,obj_bytes,104136.0,103648.0,1.0047082432849646
eregalloc-c2+spectral,fixture:int128-aarch64,text_bytes,89921.0,89437.0,1.0054116305332246
eregalloc-c2+spectral,fixture:int128-aarch64,insns,21945.0,21824.0,1.0055443548387097
eregalloc-c2+spectral,fixture:int128-aarch64,ldr_sp,4256.0,4438.0,0.9589905362776026
eregalloc-c2+spectral,fixture:int128-aarch64,str_sp,4534.0,4422.0,1.025327905924921
eregalloc-c2+spectral,fixture:int128-aarch64,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:int128-aarch64,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:int128-aarch64,mov_imm,4264.0,4073.0,1.0468941811932237
eregalloc-c2+spectral,fixture:int128-aarch64,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:int128-aarch64,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:int128-aarch64,run_median_s,0.000906,0.000889,1.0191226096737906
eregalloc-c2+spectral,fixture:int128-aarch64,run_min_s,0.000541,0.000699,0.7739628040057226
eregalloc-c2+spectral,fixture:hashmap-aarch64,compile_s,16.846,8.322,2.024273011295362
eregalloc-c2+spectral,fixture:hashmap-aarch64,obj_bytes,147520.0,147512.0,1.0000542328759694
eregalloc-c2+spectral,fixture:hashmap-aarch64,text_bytes,132333.0,132321.0,1.0000906885528373
eregalloc-c2+spectral,fixture:hashmap-aarch64,insns,32979.0,32976.0,1.0000909752547307
eregalloc-c2+spectral,fixture:hashmap-aarch64,ldr_sp,6624.0,6960.0,0.9517241379310345
eregalloc-c2+spectral,fixture:hashmap-aarch64,str_sp,6342.0,6227.0,1.01846796210053
eregalloc-c2+spectral,fixture:hashmap-aarch64,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:hashmap-aarch64,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:hashmap-aarch64,mov_imm,6823.0,6599.0,1.0339445370510683
eregalloc-c2+spectral,fixture:hashmap-aarch64,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:hashmap-aarch64,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:hashmap-aarch64,run_median_s,0.001057,0.000939,1.1256656017039404
eregalloc-c2+spectral,fixture:hashmap-aarch64,run_min_s,0.000734,0.000606,1.2112211221122111
eregalloc-c2+spectral,fixture:itoa-aarch64,compile_s,1.794,1.318,1.3611532625189682
eregalloc-c2+spectral,fixture:itoa-aarch64,obj_bytes,22824.0,22872.0,0.9979013641133263
eregalloc-c2+spectral,fixture:itoa-aarch64,text_bytes,19019.0,19071.0,0.9972733469665985
eregalloc-c2+spectral,fixture:itoa-aarch64,insns,4640.0,4653.0,0.9972061035890823
eregalloc-c2+spectral,fixture:itoa-aarch64,ldr_sp,927.0,1018.0,0.9106090373280943
eregalloc-c2+spectral,fixture:itoa-aarch64,str_sp,694.0,700.0,0.9914285714285714
eregalloc-c2+spectral,fixture:itoa-aarch64,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:itoa-aarch64,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:itoa-aarch64,mov_imm,784.0,700.0,1.12
eregalloc-c2+spectral,fixture:itoa-aarch64,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:itoa-aarch64,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:itoa-aarch64,run_median_s,0.000893,0.000862,1.0359628770301623
eregalloc-c2+spectral,fixture:itoa-aarch64,run_min_s,0.00055,0.000581,0.9466437177280551
eregalloc-c2+spectral,fixture:oc-course,compile_s,0.17,0.169,1.0059171597633136
eregalloc-c2+spectral,fixture:oc-course,obj_bytes,2000.0,1992.0,1.0040160642570282
eregalloc-c2+spectral,fixture:oc-course,text_bytes,563.0,559.0,1.0071556350626119
eregalloc-c2+spectral,fixture:oc-course,insns,138.0,137.0,1.0072992700729928
eregalloc-c2+spectral,fixture:oc-course,ldr_sp,25.0,25.0,1.0
eregalloc-c2+spectral,fixture:oc-course,str_sp,23.0,22.0,1.0454545454545454
eregalloc-c2+spectral,fixture:oc-course,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:oc-course,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:oc-course,mov_imm,14.0,14.0,1.0
eregalloc-c2+spectral,fixture:oc-course,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:oc-course,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:oc-course,run_median_s,0.000903,0.000702,1.2863247863247864
eregalloc-c2+spectral,fixture:oc-course,run_min_s,0.000596,0.000573,1.0401396160558463
eregalloc-c2+spectral,fixture:stdin-aarch64,compile_s,9.416,8.256,1.1405038759689923
eregalloc-c2+spectral,fixture:stdin-aarch64,obj_bytes,52712.0,52592.0,1.0022817158503194
eregalloc-c2+spectral,fixture:stdin-aarch64,text_bytes,45548.0,45428.0,1.0026415426609139
eregalloc-c2+spectral,fixture:stdin-aarch64,insns,11222.0,11192.0,1.0026804860614724
eregalloc-c2+spectral,fixture:stdin-aarch64,ldr_sp,1963.0,1981.0,0.9909136799596163
eregalloc-c2+spectral,fixture:stdin-aarch64,str_sp,1806.0,1785.0,1.011764705882353
eregalloc-c2+spectral,fixture:stdin-aarch64,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:stdin-aarch64,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:stdin-aarch64,mov_imm,2650.0,2623.0,1.0102935569958063
eregalloc-c2+spectral,fixture:stdin-aarch64,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:stdin-aarch64,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:stdin-aarch64,run_median_s,0.000773,0.000971,0.7960865087538621
eregalloc-c2+spectral,fixture:stdin-aarch64,run_min_s,0.000667,0.000608,1.0970394736842104
eregalloc-c2+spectral,fixture:sudoku-aarch64,compile_s,1.632,1.324,1.2326283987915407
eregalloc-c2+spectral,fixture:sudoku-aarch64,obj_bytes,14440.0,14408.0,1.0022209883398112
eregalloc-c2+spectral,fixture:sudoku-aarch64,text_bytes,12500.0,12472.0,1.002245028864657
eregalloc-c2+spectral,fixture:sudoku-aarch64,insns,3101.0,3094.0,1.002262443438914
eregalloc-c2+spectral,fixture:sudoku-aarch64,ldr_sp,647.0,666.0,0.9714714714714715
eregalloc-c2+spectral,fixture:sudoku-aarch64,str_sp,686.0,677.0,1.0132939438700148
eregalloc-c2+spectral,fixture:sudoku-aarch64,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:sudoku-aarch64,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:sudoku-aarch64,mov_imm,508.0,491.0,1.034623217922607
eregalloc-c2+spectral,fixture:sudoku-aarch64,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:sudoku-aarch64,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:sudoku-aarch64,run_median_s,0.001728,0.001844,0.9370932754880694
eregalloc-c2+spectral,fixture:sudoku-aarch64,run_min_s,0.0016,0.00163,0.98159509202454
eregalloc-c2+spectral,fixture:sudoku-solver,compile_s,18.535,14.612,1.268477963317821
eregalloc-c2+spectral,fixture:sudoku-solver,obj_bytes,107704.0,108592.0,0.991822602033299
eregalloc-c2+spectral,fixture:sudoku-solver,text_bytes,99840.0,100724.0,0.9912235415591121
eregalloc-c2+spectral,fixture:sudoku-solver,insns,24571.0,24792.0,0.9910858341400451
eregalloc-c2+spectral,fixture:sudoku-solver,ldr_sp,5274.0,5614.0,0.9394371214820093
eregalloc-c2+spectral,fixture:sudoku-solver,str_sp,4983.0,4956.0,1.0054479418886197
eregalloc-c2+spectral,fixture:sudoku-solver,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:sudoku-solver,stp_sp,0.0,0.0,
eregalloc-c2+spectral,fixture:sudoku-solver,mov_imm,4496.0,4404.0,1.0208900999091735
eregalloc-c2+spectral,fixture:sudoku-solver,objects,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:sudoku-solver,correct,1.0,1.0,1.0
eregalloc-c2+spectral,fixture:sudoku-solver,run_median_s,0.000797,0.00091,0.8758241758241758
eregalloc-c2+spectral,fixture:sudoku-solver,run_min_s,0.000761,0.00073,1.0424657534246575
eregalloc-c2+spectral,corpus:div_recurrence,compile_s,5.965,5.651,1.0555653866572288
eregalloc-c2+spectral,corpus:div_recurrence,obj_bytes,22752.0,22776.0,0.9989462592202318
eregalloc-c2+spectral,corpus:div_recurrence,text_bytes,19127.0,19147.0,0.9989554499399383
eregalloc-c2+spectral,corpus:div_recurrence,insns,4664.0,4669.0,0.9989291068751338
eregalloc-c2+spectral,corpus:div_recurrence,ldr_sp,895.0,929.0,0.9634015069967707
eregalloc-c2+spectral,corpus:div_recurrence,str_sp,861.0,852.0,1.0105633802816902
eregalloc-c2+spectral,corpus:div_recurrence,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:div_recurrence,stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:div_recurrence,mov_imm,806.0,786.0,1.025445292620865
eregalloc-c2+spectral,corpus:div_recurrence,objects,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:div_recurrence,kfn_insns,135.0,132.0,1.0227272727272727
eregalloc-c2+spectral,corpus:div_recurrence,kfn_ldr_sp,25.0,25.0,1.0
eregalloc-c2+spectral,corpus:div_recurrence,kfn_str_sp,22.0,20.0,1.1
eregalloc-c2+spectral,corpus:div_recurrence,kfn_ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:div_recurrence,kfn_stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:div_recurrence,kfn_mov_imm,36.0,35.0,1.0285714285714285
eregalloc-c2+spectral,corpus:div_recurrence,kfn_symbols,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:div_recurrence,correct,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:div_recurrence,run_median_s,0.653874,0.656767,0.9955950892782371
eregalloc-c2+spectral,corpus:div_recurrence,run_min_s,0.646287,0.647906,0.9975011807268338
eregalloc-c2+spectral,corpus:dot_product,compile_s,6.148,5.775,1.0645887445887445
eregalloc-c2+spectral,corpus:dot_product,obj_bytes,26960.0,26952.0,1.0002968239833778
eregalloc-c2+spectral,corpus:dot_product,text_bytes,23316.0,23312.0,1.0001715854495539
eregalloc-c2+spectral,corpus:dot_product,insns,5744.0,5743.0,1.0001741250217657
eregalloc-c2+spectral,corpus:dot_product,ldr_sp,1026.0,1056.0,0.9715909090909091
eregalloc-c2+spectral,corpus:dot_product,str_sp,1225.0,1214.0,1.0090609555189456
eregalloc-c2+spectral,corpus:dot_product,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:dot_product,stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:dot_product,mov_imm,1155.0,1135.0,1.0176211453744493
eregalloc-c2+spectral,corpus:dot_product,objects,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:dot_product,kfn_insns,216.0,211.0,1.0236966824644549
eregalloc-c2+spectral,corpus:dot_product,kfn_ldr_sp,46.0,44.0,1.0454545454545454
eregalloc-c2+spectral,corpus:dot_product,kfn_str_sp,30.0,27.0,1.1111111111111112
eregalloc-c2+spectral,corpus:dot_product,kfn_ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:dot_product,kfn_stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:dot_product,kfn_mov_imm,49.0,49.0,1.0
eregalloc-c2+spectral,corpus:dot_product,kfn_symbols,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:dot_product,correct,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:dot_product,run_median_s,3.692541,3.421678,1.0791608678548945
eregalloc-c2+spectral,corpus:dot_product,run_min_s,3.659773,3.412091,1.0725895059656967
eregalloc-c2+spectral,corpus:elementwise_chain,compile_s,6.972,5.638,1.2366087264987584
eregalloc-c2+spectral,corpus:elementwise_chain,obj_bytes,23456.0,23472.0,0.9993183367416496
eregalloc-c2+spectral,corpus:elementwise_chain,text_bytes,19823.0,19839.0,0.9991935077372851
eregalloc-c2+spectral,corpus:elementwise_chain,insns,4838.0,4842.0,0.9991738950846758
eregalloc-c2+spectral,corpus:elementwise_chain,ldr_sp,900.0,934.0,0.9635974304068522
eregalloc-c2+spectral,corpus:elementwise_chain,str_sp,859.0,850.0,1.0105882352941176
eregalloc-c2+spectral,corpus:elementwise_chain,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:elementwise_chain,stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:elementwise_chain,mov_imm,918.0,897.0,1.0234113712374582
eregalloc-c2+spectral,corpus:elementwise_chain,objects,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_insns,316.0,312.0,1.0128205128205128
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_ldr_sp,33.0,33.0,1.0
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_str_sp,23.0,21.0,1.0952380952380953
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_mov_imm,145.0,143.0,1.013986013986014
eregalloc-c2+spectral,corpus:elementwise_chain,kfn_symbols,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:elementwise_chain,correct,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:elementwise_chain,run_median_s,7.033919,5.312785,1.3239607851625843
eregalloc-c2+spectral,corpus:elementwise_chain,run_min_s,6.904793,5.07029,1.3618142157549173
eregalloc-c2+spectral,corpus:gemm_control,compile_s,6.966,6.523,1.067913536716235
eregalloc-c2+spectral,corpus:gemm_control,obj_bytes,23096.0,23112.0,0.9993077189338871
eregalloc-c2+spectral,corpus:gemm_control,text_bytes,19479.0,19495.0,0.9991792767376251
eregalloc-c2+spectral,corpus:gemm_control,insns,4752.0,4756.0,0.9991589571068125
eregalloc-c2+spectral,corpus:gemm_control,ldr_sp,941.0,974.0,0.9661190965092402
eregalloc-c2+spectral,corpus:gemm_control,str_sp,887.0,877.0,1.0114025085518814
eregalloc-c2+spectral,corpus:gemm_control,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:gemm_control,stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:gemm_control,mov_imm,808.0,789.0,1.0240811153358682
eregalloc-c2+spectral,corpus:gemm_control,objects,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:gemm_control,kfn_insns,155.0,151.0,1.0264900662251655
eregalloc-c2+spectral,corpus:gemm_control,kfn_ldr_sp,37.0,36.0,1.0277777777777777
eregalloc-c2+spectral,corpus:gemm_control,kfn_str_sp,26.0,23.0,1.1304347826086956
eregalloc-c2+spectral,corpus:gemm_control,kfn_ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:gemm_control,kfn_stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:gemm_control,kfn_mov_imm,32.0,32.0,1.0
eregalloc-c2+spectral,corpus:gemm_control,kfn_symbols,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:gemm_control,correct,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:gemm_control,run_median_s,4.602539,4.648336,0.9901476571401036
eregalloc-c2+spectral,corpus:gemm_control,run_min_s,4.560241,4.599431,0.9914793808190623
eregalloc-c2+spectral,corpus:gemm_tiled,compile_s,6.314,6.897,0.9154704944178628
eregalloc-c2+spectral,corpus:gemm_tiled,obj_bytes,30336.0,30320.0,1.0005277044854881
eregalloc-c2+spectral,corpus:gemm_tiled,text_bytes,26723.0,26711.0,1.0004492531166935
eregalloc-c2+spectral,corpus:gemm_tiled,insns,6563.0,6560.0,1.0004573170731708
eregalloc-c2+spectral,corpus:gemm_tiled,ldr_sp,993.0,1028.0,0.9659533073929961
eregalloc-c2+spectral,corpus:gemm_tiled,str_sp,1690.0,1675.0,1.008955223880597
eregalloc-c2+spectral,corpus:gemm_tiled,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:gemm_tiled,stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:gemm_tiled,mov_imm,1636.0,1613.0,1.014259144451333
eregalloc-c2+spectral,corpus:gemm_tiled,objects,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_insns,2029.0,2018.0,1.0054509415262636
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_ldr_sp,120.0,121.0,0.9917355371900827
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_str_sp,851.0,843.0,1.0094899169632265
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_mov_imm,863.0,859.0,1.0046565774155995
eregalloc-c2+spectral,corpus:gemm_tiled,kfn_symbols,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:gemm_tiled,correct,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:gemm_tiled,run_median_s,19.422982,21.268538,0.9132260054734369
eregalloc-c2+spectral,corpus:gemm_tiled,run_min_s,19.412744,19.080657,1.0174043797338845
eregalloc-c2+spectral,corpus:histogram,compile_s,6.675,6.182,1.0797476544807505
eregalloc-c2+spectral,corpus:histogram,obj_bytes,25008.0,25016.0,0.9996802046690119
eregalloc-c2+spectral,corpus:histogram,text_bytes,21419.0,21431.0,0.9994400634594746
eregalloc-c2+spectral,corpus:histogram,insns,5237.0,5240.0,0.9994274809160305
eregalloc-c2+spectral,corpus:histogram,ldr_sp,907.0,938.0,0.9669509594882729
eregalloc-c2+spectral,corpus:histogram,str_sp,1117.0,1109.0,1.0072137060414788
eregalloc-c2+spectral,corpus:histogram,ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:histogram,stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:histogram,mov_imm,1077.0,1057.0,1.0189214758751182
eregalloc-c2+spectral,corpus:histogram,objects,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:histogram,kfn_insns,235.0,226.0,1.0398230088495575
eregalloc-c2+spectral,corpus:histogram,kfn_ldr_sp,48.0,45.0,1.0666666666666667
eregalloc-c2+spectral,corpus:histogram,kfn_str_sp,34.0,29.0,1.1724137931034482
eregalloc-c2+spectral,corpus:histogram,kfn_ldp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:histogram,kfn_stp_sp,0.0,0.0,
eregalloc-c2+spectral,corpus:histogram,kfn_mov_imm,55.0,54.0,1.0185185185185186
eregalloc-c2+spectral,corpus:histogram,kfn_symbols,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:histogram,correct,1.0,1.0,1.0
eregalloc-c2+spectral,corpus:histogram,run_median_s,4.903991,4.955482,0.9896092852319917
eregalloc-c2+spectral,corpus:histogram,run_min_s,4.846576,4.454142,1.0881054084041326
